Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level
53,Bachelor's,2,Manufacturing,Quality Engineer,Small,Entry,41,49,90
36,High School,5,Healthcare,Nurse,Medium,Entry,57,15,91
40,Bachelor's,5,Education,Research Assistant,Medium,Mid,78,31,37
23,PhD,2,Manufacturing,Operator,Medium,Senior,14,96,92
32,High School,11,Healthcare,Medical Assistant,Small,Senior,28,73,59
36,PhD,9,Logistics,Warehouse Manager,Medium,Entry,80,14,38
58,Bachelor's,12,Manufacturing,Operator,Small,Mid,68,34,51
58,Bachelor's,23,Logistics,Supply Chain Analyst,Large,Senior,49,51,22
35,Bachelor's,5,Finance,Financial Analyst,Medium,Entry,54,47,67
47,Bachelor's,7,Retail,Inventory Analyst,Medium,Mid,15,92,56
25,Master's,4,Healthcare,Health Analyst,Small,Mid,41,66,48
35,Bachelor's,14,IT,ML Engineer,Small,Mid,34,69,84
47,Bachelor's,8,Telecom,Support Specialist,Medium,Senior,78,9,86
43,Master's,13,Healthcare,Nurse,Medium,Entry,94,8,81
45,Bachelor's,8,Logistics,Warehouse Manager,Large,Entry,23,79,43
49,Bachelor's,0,Logistics,Supply Chain Analyst,Medium,Mid,75,24,92
47,PhD,4,Telecom,Support Specialist,Large,Mid,41,67,93
46,Master's,2,Education,Academic Coordinator,Small,Senior,28,82,65
27,Master's,6,Retail,Store Manager,Medium,Entry,55,31,74
51,Bachelor's,7,Logistics,Supply Chain Analyst,Medium,Mid,72,44,23
36,High School,11,Finance,Financial Analyst,Large,Mid,16,98,65
32,Master's,0,IT,ML Engineer,Medium,Senior,50,44,24
22,High School,1,IT,ML Engineer,Small,Mid,12,85,86
53,Bachelor's,5,Education,Teacher,Small,Entry,61,24,80
52,Bachelor's,19,Logistics,Dispatcher,Medium,Entry,76,24,43
54,High School,0,Finance,Accountant,Medium,Senior,50,51,46
53,Bachelor's,15,Education,Academic Coordinator,Medium,Entry,25,80,38
53,High School,14,IT,Software Engineer,Medium,Entry,82,34,85
43,Bachelor's,8,IT,Software Engineer,Small,Entry,59,57,59
60,Bachelor's,10,Logistics,Dispatcher,Medium,Entry,76,9,45
44,Bachelor's,0,Healthcare,Health Analyst,Large,Mid,14,76,93
41,Bachelor's,0,Healthcare,Nurse,Medium,Entry,29,79,98
41,Bachelor's,5,Manufacturing,Production Supervisor,Small,Senior,80,25,42
30,Bachelor's,9,Education,Academic Coordinator,Small,Mid,24,70,55
51,Bachelor's,8,Retail,Store Manager,Small,Entry,54,54,89
60,Bachelor's,5,Telecom,Network Engineer,Medium,Mid,73,37,31
46,Master's,18,Manufacturing,Production Supervisor,Small,Entry,87,7,77
23,Bachelor's,2,Finance,Accountant,Small,Senior,65,38,61
46,Bachelor's,7,Telecom,Operations Analyst,Large,Mid,53,55,58
43,Bachelor's,0,Finance,Financial Analyst,Medium,Mid,24,68,40
50,Master's,12,Healthcare,Nurse,Large,Entry,11,90,75
28,Master's,7,Retail,Store Manager,Medium,Mid,94,12,88
29,High School,8,Retail,Sales Associate,Medium,Mid,30,69,20
47,Bachelor's,8,Education,Academic Coordinator,Medium,Mid,85,3,41
35,Bachelor's,10,Healthcare,Health Analyst,Medium,Entry,72,40,78
32,High School,5,Telecom,Network Engineer,Medium,Entry,63,32,75
50,Bachelor's,7,IT,ML Engineer,Medium,Senior,18,92,56
57,Bachelor's,13,Healthcare,Health Analyst,Small,Mid,81,8,74
60,Master's,11,Logistics,Supply Chain Analyst,Medium,Entry,76,30,64
43,Bachelor's,2,Education,Teacher,Small,Entry,91,0,78
42,Bachelor's,11,Education,Research Assistant,Medium,Entry,28,81,77
57,Master's,11,Education,Research Assistant,Medium,Senior,33,67,55
45,Master's,9,Retail,Store Manager,Medium,Entry,39,58,95
56,Bachelor's,3,Healthcare,Nurse,Medium,Senior,66,37,88
42,Bachelor's,3,Healthcare,Health Analyst,Medium,Entry,14,81,25
49,Bachelor's,6,Logistics,Supply Chain Analyst,Large,Mid,19,83,75
33,Bachelor's,12,Retail,Inventory Analyst,Medium,Entry,91,9,41
21,Bachelor's,0,Healthcare,Nurse,Large,Entry,84,14,92
21,Bachelor's,0,Manufacturing,Quality Engineer,Medium,Entry,81,18,48
49,Bachelor's,13,Logistics,Dispatcher,Medium,Mid,91,10,71
39,Bachelor's,3,Retail,Sales Associate,Medium,Entry,74,24,94
26,Bachelor's,3,Retail,Store Manager,Small,Entry,24,62,77
60,High School,11,Retail,Sales Associate,Small,Entry,58,33,92
38,Master's,12,Telecom,Network Engineer,Large,Mid,72,22,46
24,Master's,3,Education,Teacher,Medium,Entry,49,64,94
24,Master's,3,Logistics,Warehouse Manager,Medium,Mid,11,90,34
28,Bachelor's,2,Finance,Accountant,Small,Senior,66,33,21
44,Bachelor's,12,Logistics,Supply Chain Analyst,Small,Mid,27,76,59
33,Bachelor's,7,Healthcare,Medical Assistant,Small,Senior,30,61,60
48,PhD,0,Logistics,Supply Chain Analyst,Small,Mid,43,51,35
36,Bachelor's,6,Healthcare,Nurse,Large,Entry,81,33,80
57,Bachelor's,9,Telecom,Network Engineer,Medium,Senior,56,71,66
52,Bachelor's,9,Finance,Accountant,Medium,Entry,23,75,60
27,High School,6,Logistics,Supply Chain Analyst,Small,Mid,25,96,21
41,High School,11,Healthcare,Medical Assistant,Small,Entry,71,39,56
21,Bachelor's,0,Finance,Financial Analyst,Small,Entry,53,67,25
49,Bachelor's,15,Retail,Inventory Analyst,Small,Entry,36,76,59
23,Master's,2,Healthcare,Health Analyst,Small,Mid,90,3,30
51,Bachelor's,6,Finance,Financial Analyst,Medium,Mid,75,5,22
60,High School,3,Telecom,Operations Analyst,Small,Entry,65,36,45
34,Master's,6,Manufacturing,Operator,Medium,Senior,34,56,44
54,Master's,8,Manufacturing,Quality Engineer,Small,Senior,38,38,35
22,High School,1,Logistics,Supply Chain Analyst,Large,Mid,50,49,94
33,High School,4,Education,Academic Coordinator,Medium,Entry,60,40,42
33,PhD,0,Manufacturing,Production Supervisor,Large,Mid,44,40,76
34,Bachelor's,9,Healthcare,Nurse,Large,Senior,12,90,67
37,Bachelor's,8,Retail,Inventory Analyst,Small,Entry,26,63,36
50,High School,7,Healthcare,Nurse,Medium,Mid,20,76,84
24,PhD,2,Healthcare,Health Analyst,Large,Senior,61,36,65
41,Master's,14,IT,ML Engineer,Small,Entry,89,0,31
45,High School,3,Finance,Auditor,Large,Senior,57,47,91
27,Bachelor's,6,Manufacturing,Quality Engineer,Small,Mid,82,0,66
38,Bachelor's,0,Healthcare,Medical Assistant,Medium,Senior,79,31,39
48,High School,9,Healthcare,Health Analyst,Large,Mid,84,7,77
55,Bachelor's,17,Healthcare,Nurse,Medium,Mid,86,9,65
38,Bachelor's,8,Education,Academic Coordinator,Medium,Mid,44,26,74
58,Bachelor's,7,IT,Data Analyst,Medium,Senior,92,0,79
42,Master's,14,Healthcare,Health Analyst,Small,Senior,89,11,60
54,Master's,15,Education,Teacher,Medium,Entry,76,27,93
28,Bachelor's,7,Education,Research Assistant,Small,Entry,88,20,63
53,Bachelor's,5,IT,Data Analyst,Medium,Mid,49,53,86
60,Bachelor's,12,Retail,Inventory Analyst,Medium,Entry,94,0,82
57,High School,13,Logistics,Supply Chain Analyst,Large,Entry,51,48,38
58,Master's,9,Finance,Auditor,Large,Entry,59,50,23
41,Bachelor's,10,Finance,Auditor,Large,Entry,50,51,75
40,Bachelor's,11,IT,Data Analyst,Small,Mid,16,79,76
29,High School,8,Telecom,Operations Analyst,Small,Mid,59,38,47
24,PhD,3,Logistics,Warehouse Manager,Medium,Senior,83,3,66
28,Bachelor's,7,Finance,Accountant,Large,Mid,31,64,43
23,Bachelor's,2,IT,Data Analyst,Medium,Mid,50,42,24
40,Master's,14,Education,Teacher,Medium,Mid,28,79,68
45,High School,7,Manufacturing,Production Supervisor,Small,Senior,26,59,37
39,High School,15,Education,Teacher,Medium,Mid,58,41,82
34,PhD,8,IT,ML Engineer,Medium,Entry,25,65,58
31,Bachelor's,7,Finance,Accountant,Medium,Mid,60,29,86
58,Master's,17,Telecom,Network Engineer,Small,Mid,48,47,45
24,Bachelor's,3,Telecom,Operations Analyst,Medium,Mid,13,87,75
50,PhD,15,IT,ML Engineer,Medium,Mid,79,28,26
41,Bachelor's,19,Manufacturing,Operator,Medium,Mid,62,33,67
53,Bachelor's,10,Telecom,Network Engineer,Medium,Entry,42,63,68
23,High School,2,Logistics,Dispatcher,Large,Senior,20,76,43
44,High School,3,Education,Academic Coordinator,Large,Entry,11,96,88
30,Bachelor's,9,Finance,Financial Analyst,Medium,Mid,48,41,73
41,Bachelor's,13,Manufacturing,Quality Engineer,Small,Senior,68,13,73
56,Master's,19,IT,Data Analyst,Small,Mid,14,92,35
31,Master's,6,Education,Academic Coordinator,Medium,Mid,34,63,44
24,Bachelor's,1,Finance,Accountant,Small,Entry,86,11,38
28,Bachelor's,7,Finance,Financial Analyst,Medium,Entry,66,26,33
44,High School,0,Finance,Financial Analyst,Medium,Mid,71,31,91
56,Bachelor's,13,Manufacturing,Production Supervisor,Medium,Senior,18,84,84
30,High School,9,Finance,Auditor,Medium,Entry,65,10,45
38,Master's,9,Education,Academic Coordinator,Medium,Senior,23,81,93
21,Master's,0,Telecom,Support Specialist,Medium,Entry,85,11,76
37,Bachelor's,12,IT,ML Engineer,Large,Mid,31,46,43
33,High School,7,Finance,Auditor,Small,Entry,45,65,71
54,High School,6,Telecom,Operations Analyst,Medium,Entry,54,45,67
23,Bachelor's,2,Retail,Inventory Analyst,Medium,Entry,87,5,35
44,Bachelor's,10,Education,Academic Coordinator,Large,Mid,73,24,93
35,Bachelor's,7,Logistics,Warehouse Manager,Large,Mid,27,77,92
32,Bachelor's,10,Healthcare,Nurse,Medium,Senior,28,78,69
34,PhD,12,Logistics,Supply Chain Analyst,Medium,Entry,27,73,63
41,Master's,13,Healthcare,Nurse,Medium,Mid,61,35,67
49,Bachelor's,11,Manufacturing,Production Supervisor,Medium,Entry,23,89,38
32,Bachelor's,8,Telecom,Network Engineer,Large,Senior,41,62,92
50,Bachelor's,8,IT,Software Engineer,Medium,Entry,40,53,30
46,Master's,7,Logistics,Supply Chain Analyst,Small,Senior,41,45,36
49,Bachelor's,2,Healthcare,Health Analyst,Large,Senior,88,11,26
39,Bachelor's,10,Finance,Accountant,Medium,Mid,36,65,74
37,Bachelor's,4,Manufacturing,Production Supervisor,Large,Senior,79,9,38
37,Bachelor's,7,Retail,Inventory Analyst,Medium,Mid,23,67,84
55,Bachelor's,6,Retail,Inventory Analyst,Small,Mid,36,65,31
26,Bachelor's,5,Telecom,Operations Analyst,Large,Entry,42,56,36
36,Bachelor's,9,Telecom,Support Specialist,Medium,Senior,41,65,76
54,Bachelor's,19,Logistics,Warehouse Manager,Medium,Entry,23,86,86
30,Bachelor's,4,IT,ML Engineer,Medium,Entry,20,73,20
21,Bachelor's,0,Logistics,Supply Chain Analyst,Small,Entry,82,0,46
52,Master's,18,Finance,Accountant,Medium,Entry,20,86,34
29,High School,0,Telecom,Support Specialist,Small,Entry,45,60,21
23,PhD,2,Logistics,Supply Chain Analyst,Small,Senior,30,65,38
58,Master's,9,Finance,Auditor,Small,Entry,40,62,89
44,High School,7,Healthcare,Nurse,Medium,Entry,12,100,81
44,Bachelor's,17,Logistics,Dispatcher,Small,Entry,41,54,85
50,Master's,8,Telecom,Operations Analyst,Small,Entry,49,52,91
31,Bachelor's,5,IT,Data Analyst,Small,Entry,20,70,58
44,High School,7,Education,Research Assistant,Small,Mid,51,51,53
30,Master's,9,Logistics,Dispatcher,Large,Mid,37,69,44
22,Bachelor's,1,Telecom,Support Specialist,Medium,Entry,69,26,91
44,Bachelor's,7,Retail,Inventory Analyst,Medium,Entry,19,82,20
38,Master's,12,Retail,Inventory Analyst,Small,Mid,47,43,27
60,Master's,11,Manufacturing,Production Supervisor,Medium,Entry,85,3,70
31,Bachelor's,10,Finance,Auditor,Medium,Entry,85,27,94
48,Bachelor's,6,Finance,Auditor,Medium,Mid,66,56,56
49,Bachelor's,4,Telecom,Support Specialist,Medium,Senior,64,20,58
51,Bachelor's,12,Manufacturing,Production Supervisor,Medium,Entry,54,48,81
31,High School,5,IT,ML Engineer,Medium,Mid,23,86,73
32,High School,11,Education,Teacher,Small,Entry,56,31,79
58,High School,16,Retail,Store Manager,Medium,Mid,49,49,81
30,High School,9,Healthcare,Nurse,Small,Entry,42,44,84
46,Master's,17,Healthcare,Nurse,Large,Senior,69,48,76
23,Bachelor's,2,Finance,Financial Analyst,Small,Entry,42,63,92
55,Master's,4,IT,Data Analyst,Large,Mid,63,49,69
55,Bachelor's,7,Logistics,Warehouse Manager,Medium,Mid,76,17,62
49,High School,2,Manufacturing,Quality Engineer,Large,Entry,73,0,22
34,Bachelor's,8,Logistics,Warehouse Manager,Small,Senior,79,34,71
57,Bachelor's,3,Logistics,Supply Chain Analyst,Medium,Mid,88,12,50
23,Bachelor's,2,IT,Software Engineer,Small,Entry,56,48,20
37,High School,4,Healthcare,Medical Assistant,Medium,Mid,63,48,82
22,High School,1,Logistics,Warehouse Manager,Large,Mid,20,87,20
53,Bachelor's,9,Manufacturing,Quality Engineer,Medium,Senior,37,72,94
31,Master's,10,Telecom,Support Specialist,Medium,Entry,74,26,75
24,Master's,3,Telecom,Support Specialist,Large,Entry,87,11,69
24,Master's,3,Logistics,Dispatcher,Medium,Entry,70,34,79
29,Bachelor's,8,Logistics,Warehouse Manager,Medium,Mid,93,4,84
34,Bachelor's,7,Finance,Financial Analyst,Large,Mid,14,95,28
23,Bachelor's,2,Retail,Sales Associate,Medium,Mid,44,63,40
36,Bachelor's,7,Education,Academic Coordinator,Small,Entry,83,1,38
55,Bachelor's,15,IT,Data Analyst,Large,Entry,26,61,31
57,Bachelor's,12,Education,Teacher,Small,Senior,58,45,79
43,Master's,11,IT,Data Analyst,Medium,Entry,33,62,35
23,High School,2,Retail,Sales Associate,Medium,Entry,35,78,45
22,Bachelor's,1,Education,Research Assistant,Medium,Senior,68,30,23
44,Bachelor's,11,Retail,Sales Associate,Small,Senior,45,38,57
54,Master's,15,Retail,Store Manager,Large,Entry,52,62,71
44,Bachelor's,20,Telecom,Support Specialist,Large,Entry,37,51,39
30,Bachelor's,5,Telecom,Operations Analyst,Medium,Mid,32,73,72
37,Bachelor's,12,Healthcare,Medical Assistant,Medium,Mid,83,40,40
58,High School,9,Logistics,Supply Chain Analyst,Medium,Mid,79,38,48
25,Bachelor's,4,Finance,Auditor,Small,Mid,33,75,72
32,Master's,0,Education,Teacher,Large,Mid,41,52,75
39,Bachelor's,6,Telecom,Network Engineer,Medium,Mid,85,21,31
59,Bachelor's,3,Education,Teacher,Medium,Mid,93,1,69
50,Bachelor's,4,IT,ML Engineer,Medium,Mid,51,53,88
41,Bachelor's,0,Education,Research Assistant,Large,Entry,12,83,82
32,Bachelor's,11,Logistics,Dispatcher,Medium,Mid,72,25,43
52,Master's,16,IT,Software Engineer,Small,Entry,39,64,30
37,Master's,13,Education,Academic Coordinator,Medium,Entry,48,46,72
34,Bachelor's,3,Finance,Accountant,Medium,Mid,59,18,88
60,Bachelor's,6,Healthcare,Medical Assistant,Small,Mid,22,89,20
42,Master's,14,Telecom,Operations Analyst,Medium,Mid,53,38,37
36,High School,15,Retail,Sales Associate,Small,Mid,76,17,65
45,High School,14,Manufacturing,Production Supervisor,Small,Mid,77,20,51
42,PhD,8,Finance,Financial Analyst,Large,Entry,78,34,28
33,High School,12,Manufacturing,Operator,Small,Mid,14,77,70
28,Bachelor's,7,Education,Research Assistant,Small,Entry,59,40,22
57,Bachelor's,3,Telecom,Support Specialist,Medium,Mid,94,0,44
40,High School,9,Manufacturing,Quality Engineer,Medium,Mid,38,60,25
49,High School,12,Telecom,Network Engineer,Medium,Mid,77,23,35
34,Bachelor's,7,Manufacturing,Quality Engineer,Large,Mid,31,64,21
21,High School,0,Manufacturing,Quality Engineer,Medium,Senior,25,49,92
53,Master's,3,Retail,Sales Associate,Medium,Entry,15,86,85
42,Bachelor's,2,Manufacturing,Production Supervisor,Medium,Entry,16,86,32
33,Master's,2,Manufacturing,Operator,Large,Senior,71,24,87
21,Bachelor's,0,Finance,Financial Analyst,Small,Entry,45,57,78
42,Master's,3,Retail,Inventory Analyst,Large,Entry,42,50,27
48,High School,6,Retail,Inventory Analyst,Large,Entry,65,38,94
49,High School,16,Manufacturing,Quality Engineer,Medium,Senior,54,41,58
60,Master's,10,Logistics,Warehouse Manager,Small,Entry,36,55,82
59,Bachelor's,6,Retail,Inventory Analyst,Small,Entry,70,12,75
55,High School,17,Manufacturing,Quality Engineer,Medium,Entry,27,65,29
38,Master's,8,Manufacturing,Production Supervisor,Small,Senior,13,69,84
34,High School,13,Healthcare,Nurse,Medium,Entry,72,13,91
58,High School,11,Retail,Store Manager,Medium,Mid,33,69,73
21,Master's,0,Education,Research Assistant,Medium,Senior,93,0,26
22,High School,1,Telecom,Network Engineer,Small,Mid,30,55,22
60,Bachelor's,6,Logistics,Dispatcher,Medium,Mid,25,57,60
30,Master's,9,Retail,Inventory Analyst,Small,Entry,50,48,50
31,Bachelor's,9,Manufacturing,Production Supervisor,Small,Entry,72,27,45
45,Bachelor's,9,Retail,Store Manager,Large,Entry,34,82,94
51,Bachelor's,3,Finance,Accountant,Medium,Mid,94,21,54
43,High School,2,Logistics,Supply Chain Analyst,Small,Senior,78,28,48
36,Master's,7,IT,ML Engineer,Large,Mid,90,9,38
49,PhD,18,Healthcare,Nurse,Large,Entry,63,23,73
58,Bachelor's,0,Logistics,Supply Chain Analyst,Medium,Entry,83,14,22
37,Master's,6,Logistics,Warehouse Manager,Small,Entry,27,74,33
22,Master's,1,Manufacturing,Operator,Large,Entry,61,52,23
56,High School,6,Education,Teacher,Large,Mid,88,17,92
33,Bachelor's,4,Manufacturing,Operator,Large,Senior,90,5,62
45,Master's,12,Telecom,Support Specialist,Medium,Mid,75,13,81
54,High School,8,Education,Academic Coordinator,Small,Entry,46,67,38
54,Bachelor's,18,Healthcare,Nurse,Medium,Mid,79,19,94
30,Bachelor's,8,IT,Software Engineer,Large,Mid,36,67,34
27,Bachelor's,6,IT,Software Engineer,Large,Entry,16,90,59
45,High School,13,Manufacturing,Quality Engineer,Small,Senior,33,71,31
27,Bachelor's,6,Telecom,Support Specialist,Large,Senior,60,43,28
32,Master's,11,Telecom,Network Engineer,Medium,Senior,70,31,90
52,Master's,16,Healthcare,Health Analyst,Medium,Entry,89,0,56
28,Master's,6,Retail,Inventory Analyst,Small,Mid,12,91,24
42,Bachelor's,14,IT,Software Engineer,Large,Entry,35,72,51
29,Master's,8,Healthcare,Health Analyst,Medium,Entry,75,21,57
54,Bachelor's,9,Education,Teacher,Large,Entry,12,73,86
41,Master's,8,Healthcare,Nurse,Medium,Entry,78,23,69
50,Bachelor's,14,Retail,Inventory Analyst,Small,Entry,48,50,70
58,Master's,8,Logistics,Warehouse Manager,Small,Senior,74,23,34
26,High School,5,Telecom,Support Specialist,Large,Entry,40,56,22
41,Master's,12,Telecom,Network Engineer,Large,Entry,74,23,34
30,Bachelor's,9,Education,Research Assistant,Medium,Mid,74,29,44
29,High School,7,Education,Research Assistant,Small,Entry,36,62,39
31,Master's,0,Logistics,Supply Chain Analyst,Medium,Mid,93,1,20
26,Bachelor's,5,Telecom,Network Engineer,Medium,Mid,75,27,93
58,Bachelor's,9,Retail,Store Manager,Medium,Senior,86,9,88
26,High School,0,Manufacturing,Operator,Large,Entry,27,83,76
31,PhD,5,Education,Research Assistant,Small,Entry,61,38,53
25,Bachelor's,4,Manufacturing,Production Supervisor,Medium,Entry,84,31,43
38,PhD,14,Manufacturing,Operator,Small,Entry,72,43,54
48,High School,5,Education,Academic Coordinator,Medium,Mid,16,85,88
47,Master's,11,Telecom,Network Engineer,Large,Entry,81,18,28
60,High School,3,Finance,Accountant,Medium,Entry,62,27,37
43,Bachelor's,16,Retail,Inventory Analyst,Medium,Mid,84,17,35
55,High School,8,Education,Teacher,Small,Entry,11,86,82
23,Bachelor's,2,Retail,Sales Associate,Small,Mid,49,59,88
36,Bachelor's,0,Healthcare,Nurse,Large,Mid,29,73,95
39,Bachelor's,13,Telecom,Network Engineer,Large,Mid,13,76,42
42,High School,15,Healthcare,Nurse,Small,Mid,50,48,72
26,Master's,5,Retail,Store Manager,Medium,Mid,28,82,81
50,High School,7,Manufacturing,Quality Engineer,Small,Entry,56,52,75
47,Master's,18,Manufacturing,Production Supervisor,Medium,Senior,56,55,55
60,PhD,12,Manufacturing,Quality Engineer,Small,Mid,37,69,40
58,High School,12,Retail,Inventory Analyst,Large,Mid,91,25,55
33,Master's,8,Finance,Accountant,Large,Entry,72,12,44
34,Bachelor's,11,Manufacturing,Production Supervisor,Large,Mid,29,63,81
25,Master's,4,Logistics,Dispatcher,Medium,Mid,27,73,36
44,PhD,7,Telecom,Operations Analyst,Small,Entry,90,15,33
42,Bachelor's,3,Telecom,Operations Analyst,Large,Mid,54,58,91
45,Master's,10,IT,Software Engineer,Large,Entry,58,52,31
27,Bachelor's,6,Education,Research Assistant,Medium,Entry,78,17,51
52,Bachelor's,1,Healthcare,Health Analyst,Large,Senior,22,67,90
40,Bachelor's,19,Manufacturing,Quality Engineer,Large,Entry,94,0,35
42,Master's,15,IT,Software Engineer,Small,Mid,92,0,37
50,Master's,6,Finance,Auditor,Large,Mid,25,80,54
58,PhD,4,Logistics,Warehouse Manager,Medium,Mid,84,22,73
30,Bachelor's,4,Manufacturing,Production Supervisor,Small,Senior,20,62,79
35,Bachelor's,14,Logistics,Warehouse Manager,Medium,Entry,72,30,68
32,High School,7,Retail,Store Manager,Small,Mid,58,42,88
36,Bachelor's,9,Manufacturing,Production Supervisor,Medium,Mid,74,16,68
37,Bachelor's,14,Education,Teacher,Small,Mid,59,44,68
26,High School,4,Healthcare,Nurse,Medium,Entry,87,12,72
23,High School,2,Education,Teacher,Medium,Entry,28,85,81
34,Master's,0,Healthcare,Nurse,Small,Entry,32,53,92
24,Bachelor's,3,Manufacturing,Quality Engineer,Large,Entry,33,69,26
41,Bachelor's,14,Telecom,Support Specialist,Medium,Entry,13,89,68
27,Master's,6,Healthcare,Medical Assistant,Large,Entry,10,99,79
34,High School,9,Education,Research Assistant,Small,Mid,67,31,52
35,Bachelor's,11,Healthcare,Nurse,Medium,Mid,59,38,71
35,Bachelor's,8,Retail,Store Manager,Medium,Entry,34,67,89
45,High School,6,Healthcare,Health Analyst,Medium,Senior,67,27,35
34,High School,6,Retail,Store Manager,Medium,Entry,11,88,97
38,Bachelor's,7,Healthcare,Nurse,Medium,Mid,78,18,74
37,PhD,7,Healthcare,Medical Assistant,Medium,Mid,89,9,34
45,High School,10,Telecom,Operations Analyst,Medium,Senior,34,53,48
35,Master's,10,Finance,Accountant,Large,Senior,56,34,63
59,Master's,1,Retail,Store Manager,Medium,Entry,76,12,88
42,Master's,6,Retail,Store Manager,Large,Entry,91,11,94
43,Bachelor's,14,Retail,Store Manager,Small,Entry,30,60,94
42,Master's,11,Manufacturing,Quality Engineer,Small,Senior,15,73,68
57,Bachelor's,0,Logistics,Warehouse Manager,Small,Mid,42,76,36
37,Bachelor's,12,Finance,Auditor,Medium,Mid,67,26,73
22,Master's,1,Finance,Auditor,Large,Mid,88,12,69
24,PhD,3,Telecom,Support Specialist,Medium,Mid,80,14,87
56,Bachelor's,0,Education,Teacher,Medium,Entry,38,53,79
58,Bachelor's,21,Logistics,Warehouse Manager,Small,Entry,17,85,40
60,High School,17,Healthcare,Medical Assistant,Large,Entry,84,17,60
